sgRNA	Gene	sample1
MGLibA_42130	Ppbp	131
MGLibA_24419	Hjurp	146
MGLibA_07954	Capn8	157
MGLibA_51781	Stk25	503
MGLibA_53619	Tgfbr1	80
MGLibA_23265	Gtf2h3	183
MGLibA_58429	Vmn1r58	121
MGLibA_15336	E4f1	61
MGLibA_15840	Eif3k	103
MGLibA_29164	Lonp2	199
MGLibA_03513	Ahsa2	101
MGLibA_42876	Prlhr	170
MGLibA_11831	Crbn	129
MGLibA_39845	Pcdhga10	65
MGLibA_12836	Cyp2d34	323
MGLibA_33231	Nans	196
MGLibA_44563	Rarres2	320
MGLibA_21098/MGLibA_21102/MGLibA_21126/MGLibA_21206/MGLibA_28325/MGLibA_51495/	Gm20738/Gm20747/Gm20823/Gm21943/LOC100040786/Ssty2/	889
MGLibA_20363/MGLibA_20365/MGLibA_20728/MGLibA_20732/MGLibA_20734/MGLibA_20738/MGLibA_20740/MGLibA_21214/MGLibA_21231/MGLibA_21232/MGLibA_21236/MGLibA_21249/MGLibA_21337/MGLibA_21342/MGLibA_22115/	Gm10921/Gm10922/Gm14345/Gm14346/Gm14347/Gm14351/Gm14374/Gm21951/Gm2799/Gm2825/Gm2863/Gm2933/Gm3750/Gm3763/Gmcl1l/	1051
MGLibA_43542	Pstpip2	24
MGLibA_16459	Ercc2	192
MGLibA_21962/MGLibA_21965/	Gm7849/Gm7861/	264
MGLibA_22817	Gprc5d	247
MGLibA_39752/MGLibA_39846/MGLibA_39847/MGLibA_39851/MGLibA_39853/MGLibA_39858/MGLibA_39859/MGLibA_39863/MGLibA_39866/MGLibA_39868/MGLibA_39872/MGLibA_39874/MGLibA_39877/MGLibA_39880/MGLibA_39883/MGLibA_39886/MGLibA_39889/MGLibA_39892/MGLibA_39896/MGLibA_39900/MGLibA_39902/MGLibA_39906/MGLibA_39907/	Pcdha4-g/Pcdhga10/Pcdhga11/Pcdhga12/Pcdhga1/Pcdhga2/Pcdhga3/Pcdhga4/Pcdhga5/Pcdhga6/Pcdhga7/Pcdhga8/Pcdhga9/Pcdhgb1/Pcdhgb2/Pcdhgb4/Pcdhgb5/Pcdhgb6/Pcdhgb7/Pcdhgb8/Pcdhgc3/Pcdhgc4/Pcdhgc5/	2282
MGLibA_03770	Aldh1l2	132
MGLibA_47499	Sdr9c7	478
MGLibA_23848	Hcst	224
MGLibA_11225	Cobl	251
MGLibA_20561	Gm13103	81
MGLibA_09906	Cep57	179
MGLibA_21855	Gm6760	82
MGLibA_23813	Hcfc1r1	188
MGLibA_39368	Pak2	194
MGLibA_06865	Bhlhe23	224
MGLibA_35810	Olfr1141	186
MGLibA_10540	Ckm	177
MGLibA_50158	Smok2b	128
MGLibA_10345	Chrna6	323
MGLibA_49343	Slc35e2	112
MGLibA_19691	Gde1	109
MGLibA_63667	mmu-mir-6969	193
MGLibA_51203	Sptbn4	9
MGLibA_25697	Il11ra1	77
MGLibA_19677	Gc	74
MGLibA_33675	Nedd1	90
MGLibA_37692	Olfr543	220
MGLibA_21300/MGLibA_21306/MGLibA_53230/	Gm3417/Gm3448/Tcte3/	328
MGLibA_31180	Mfsd7a	242
MGLibA_44121	Rab1	77
MGLibA_40383	Pelp1	64
MGLibA_41697	Pnma1	67
MGLibA_35637	Olfr1066	140
MGLibA_30648	Mcm10	322
MGLibA_45660	Rlbp1	465
MGLibA_22253	Gng4	208
MGLibA_46586	Rsc1a1	24
MGLibA_55866	Trim62	163
MGLibA_27058	Kcnk9	56
MGLibA_03869	Alkbh5	110
MGLibA_31508	Mmd2	249
MGLibA_20300/MGLibA_20303/MGLibA_21239/MGLibA_21266/MGLibA_21275/MGLibA_21285/MGLibA_21308/MGLibA_21310/MGLibA_21313/MGLibA_21329/MGLibA_21711/MGLibA_28339/	Gm10406/Gm10408/Gm2897/Gm3264/Gm3317/Gm3383/Gm3488/Gm3500/Gm3558/Gm3696/Gm5796/LOC100861615/	636
MGLibA_19387	Galnt1	104
MGLibA_15377/MGLibA_15380/	Ear6/Ear7/	429
MGLibA_17517	Fam229b	204
MGLibA_63580	mmu-mir-155	164
MGLibA_15905	Eif5	106
MGLibA_06309	BC030336	59
MGLibA_05344/MGLibA_05347/	Arxes1/Arxes2/	192
MGLibA_46393	Rps24	62
MGLibA_12983	Cyp51	38
MGLibA_27734	Klk1b8	184
MGLibA_10302	Chrdl1	121
MGLibA_09993	Ces1g	92
MGLibA_39833	Pcdhb6	173
MGLibA_42443	Ppp3cb	53
MGLibA_47046	Sass6	137
MGLibA_16209	Enpp4	148
MGLibA_04181	Ankfy1	132
MGLibA_59251	Wdr17	172
MGLibA_60708	Zfp385c	55
MGLibA_37063	Olfr284	237
MGLibA_01488	4932411N23Rik	39
MGLibA_60284	Zdhhc15	134
MGLibA_03803	Aldh9a1	47
MGLibA_01060	3110047P20Rik	53
MGLibA_14536	Dnajc24	106
MGLibA_54604	Tmem225	153
MGLibA_10557	Clca1	135
MGLibA_21778	Gm6040	107
MGLibA_37421	Olfr437	159
MGLibA_51632	Stag2	123
MGLibA_27896	Kng2	121
MGLibA_66810	NonTargetingControlGuideForMouse_0405	17
MGLibA_62565	mmu-mir-3968	129
MGLibA_25373	Ifi47	185
MGLibA_46914	Safb	120
MGLibA_11420	Commd4	135
MGLibA_65239	mmu-mir-705	181
MGLibA_16389	Eppin	466
MGLibA_06101	B230118H07Rik	308
MGLibA_61407	Zfp949	130
MGLibA_64308	mmu-mir-6997	43
MGLibA_37301	Olfr380	101
MGLibA_33789	Neu2	255
MGLibA_14645	Dnpep	58
MGLibA_32022	Mrpl20	49
MGLibA_29569	Lrrfip1	95
MGLibA_53783	Thrsp	101
MGLibA_51321	Srp68	30
MGLibA_07497	C2cd2	95
MGLibA_44493	Rangrf	66
MGLibA_01047	3110021N24Rik	89
MGLibA_43588	Ptdss1	70
MGLibA_14436	Dnah8	73
MGLibA_14943	Dscr3	349
MGLibA_46145	Rpl10a	151
MGLibA_09103	Cd2ap	220
MGLibA_23804	Hbq1b	135
MGLibA_15913	Elac2	201
MGLibA_12458	Ctxn3	79
MGLibA_38366	Olfr808	215
MGLibA_15817	Eif3e	236
MGLibA_17007	Faf2	44
MGLibA_34925	Ntm	299
MGLibA_39485	Paqr5	69
MGLibA_64659	mmu-mir-137	192
MGLibA_27917	Kpna4	244
MGLibA_02468	Abi2	298
MGLibA_63689	mmu-mir-6971	162
MGLibA_28560	Lce1e	301
MGLibA_08228	Cbr3	57
MGLibA_49834	Slco5a1	170
MGLibA_36247	Olfr1308	115
MGLibA_24036	Hes2	162
MGLibA_40831	Pias1	112
MGLibA_17000	Fads6	174
MGLibA_16262	Ep300	162
MGLibA_56482	Ttc9	292
MGLibA_34195	Nlrp1a	116
MGLibA_27589	Klhl17	129
MGLibA_57367	Uox	181
MGLibA_60761	Zfp428	102
MGLibA_39740	Pcdha12	179
MGLibA_65806	mmu-mir-7075	77
MGLibA_22273	Gnl2	64
MGLibA_17365	Fam189b	188
MGLibA_45358	Rhag	377
MGLibA_61771	Zswim4	182
MGLibA_51638	Stam2	158
MGLibA_51004	Spink3	287
MGLibA_28141	Krtap15	128
MGLibA_62391	mmu-mir-324	93
MGLibA_18307	Fgf14	186
MGLibA_67096	NonTargetingControlGuideForMouse_0691	25
MGLibA_21727	Gm5868	175
MGLibA_43061	Prpsap2	111
MGLibA_39468	Pappa2	46
MGLibA_54079	Tm4sf19	141
MGLibA_13336	Dbt	93
MGLibA_42795	Prkx	179
MGLibA_55995	Trnp1	88
MGLibA_28278	Ksr1	215
MGLibA_67130	NonTargetingControlGuideForMouse_0725	161
MGLibA_41750	Pnpo	174
MGLibA_56694	Twsg1	237
MGLibA_02569	Acat1	155
MGLibA_64824/MGLibA_64828/	mmu-mir-30e/mmu-mir-30f/	408
MGLibA_27179	Kctd3	214
MGLibA_19201	G6pc2	42
MGLibA_15599	Efemp2	64
MGLibA_28294	Ky	143
MGLibA_34977	Nubp1	51
MGLibA_42245	Ppm1l	81
MGLibA_33650	Ndufv3	29
MGLibA_01194	4930402K13Rik	112
MGLibA_42851	Prl7b1	155
MGLibA_25777	Il19	8
MGLibA_41086	Pithd1	140
MGLibA_37065	Olfr284	103
MGLibA_15075	Dusp16	168
MGLibA_64078/MGLibA_64094/MGLibA_64105/MGLibA_64116/MGLibA_64126/MGLibA_64135/MGLibA_64142/MGLibA_64152/MGLibA_64161/MGLibA_64171/MGLibA_64174/MGLibA_64184/MGLibA_64204/MGLibA_64207/	mmu-mir-669a-1/mmu-mir-669a-4/mmu-mir-669a-5/mmu-mir-669a-6/mmu-mir-669a-7/mmu-mir-669p-1/mmu-mir-669a-8/mmu-mir-669a-9/mmu-mir-669p-2/mmu-mir-669a-10/mmu-mir-669a-11/mmu-mir-669a-12/mmu-mir-669c/mmu-mir-669a-2/	2330
MGLibA_29432	Lrrc29	29
MGLibA_32906	Mylk2	102
MGLibA_26672	Jam3	39
MGLibA_00379	1700020A23Rik	63
MGLibA_05687	Atm	178
MGLibA_13359	Dcaf12	104
MGLibA_47679	Sema4b	102
MGLibA_39793	Pcdhb15	355
MGLibA_13867	Defb6	160
MGLibA_62981	mmu-mir-6942	282
MGLibA_51732	Steap4	213
MGLibA_12498	Cuta	38
MGLibA_41194	Pknox2	273
MGLibA_42202	Ppil4	297
MGLibA_20235/MGLibA_20244/MGLibA_20256/MGLibA_20271/MGLibA_20322/MGLibA_20325/MGLibA_20328/MGLibA_20823/MGLibA_20832/MGLibA_20853/MGLibA_21468/MGLibA_21588/MGLibA_21591/MGLibA_21792/	Gm10058/Gm10096/Gm10147/Gm10230/Gm10486/Gm10487/Gm10488/Gm14525/Gm14632/Gm14819/Gm4836/Gm5168/Gm5169/Gm6121/	977
MGLibA_39750/MGLibA_39759/MGLibA_39762/MGLibA_39764/MGLibA_39768/	Pcdha3/Pcdha5/Pcdha6/Pcdha7/Pcdha8/	227
MGLibA_32541	Mtor	136
MGLibA_04425	Anxa13	63
MGLibA_24434	Hlcs	117
MGLibA_39474	Papss1	147
MGLibA_31554	Mmp1a	173
MGLibA_18013	Fbxo42	102
MGLibA_51144	Sprr3	116
MGLibA_40890	Pigl	38
MGLibA_56158	Tsc2	329
MGLibA_22520	Gpn3	101
MGLibA_49450	Slc39a14	150
MGLibA_47475	Sdhd	145
MGLibA_61368	Zfp937	117
MGLibA_19601	Gbx2	88
MGLibA_04811	Aqr	174
MGLibA_53104	Tceb2	159
MGLibA_25810	Il1rapl2	146
MGLibA_24250	Hist1h2ak	43
MGLibA_50733	Spag5	237
MGLibA_61029	Zfp647	140
MGLibA_56036	Trp63	97
MGLibA_51002	Spink3	191
MGLibA_58480	Vmn1r73	88
MGLibA_26470	Itga7	110
MGLibA_22788	Gpr87	88
MGLibA_53734	Themis2	355
MGLibA_37408	Olfr432	42
MGLibA_12444	Cttn	141
MGLibA_51112	Sprr1a	36
MGLibA_41996	Pop1	122
MGLibA_37757	Olfr569	105
MGLibA_49861	Slfn5	103
MGLibA_41333	Plcb4	210
MGLibA_20064	Glb1l	40
MGLibA_29960	Mab21l3	75
MGLibA_29677	Lsmem1	196
MGLibA_13804	Defb2	170
MGLibA_26798	Kat8	145
MGLibA_30427	Mark2	165
MGLibA_52504	Taar8b	85
MGLibA_18833	Foxo3	115
MGLibA_44910	Rc3h1	111
MGLibA_55921	Trip10	136
MGLibA_09719	Ceacam5	172
MGLibA_51170	Spryd7	86
MGLibA_16583	Esf1	186
MGLibA_09327	Cdc37l1	125
MGLibA_14838	Dppa5a	152
MGLibA_13244	Daglb	161
MGLibA_22449	Gpbp1l1	243
MGLibA_57429	Uqcrc2	40
MGLibA_36807	Olfr165	135
MGLibA_56965	Ube2ql1	69
MGLibA_64493	mmu-mir-3474	235
MGLibA_48616	Skint11	26
MGLibA_65930	mmu-mir-7086	89
MGLibA_55093	Tnfrsf11b	271
MGLibA_38616	Olfr915	131
MGLibA_57194/MGLibA_57197/MGLibA_57200/MGLibA_57203/MGLibA_57206/MGLibA_57209/MGLibA_57212/MGLibA_57215/	Ugt1a10/Ugt1a1/Ugt1a2/Ugt1a5/Ugt1a6a/Ugt1a6b/Ugt1a7c/Ugt1a9/	718
MGLibA_54914	Tmem92	177
MGLibA_26182	Ipmk	49
MGLibA_11007	Cmtr2	152
MGLibA_65720	mmu-mir-1668	280
MGLibA_14932	Dscaml1	185
MGLibA_09204	Cd5l	60
MGLibA_14372/MGLibA_14374/	Dmrtc1c1/Dmrtc1c2/	101
MGLibA_01617	05-Mar	53
MGLibA_41251	Pla2g4b	221
MGLibA_15507	Edn2	242
MGLibA_16076	Eme2	83
MGLibA_55377	Tor1a	59
MGLibA_36123	Olfr1261	285
MGLibA_20387/MGLibA_20836/	Gm1140/Gm14692/	369
MGLibA_26386	Isg20l2	55
MGLibA_02890	Acvr2b	133
MGLibA_09438	Cdh1	117
MGLibA_38454	Olfr846	55
MGLibA_18193	Fdx1	132
MGLibA_33637	Ndufs7	39
MGLibA_31602	Mms19	112
MGLibA_61777	Zswim6	277
MGLibA_44172	Rab33b	132
MGLibA_56761	Txnrd3	98
MGLibA_33003	Myod1	143
MGLibA_10179	Chdh	14
MGLibA_54113	Tm9sf4	68
MGLibA_34041	Nipa1	141
MGLibA_63952/MGLibA_64019/	mmu-mir-3084-1/mmu-mir-3084-2/	143
MGLibA_59870	Ybx2	208
MGLibA_24855	Hrh4	22
MGLibA_35910	Olfr1184	369
MGLibA_42653	Prex1	212
MGLibA_10936	Cmah	128
MGLibA_19151	Fzd10	59
MGLibA_08847	Ccndbp1	100
MGLibA_18763	Foxd4	177
MGLibA_19665	Gcnt4	113
MGLibA_07202	Brinp3	88
MGLibA_11433	Commd9	93
MGLibA_26194	Ipo5	74
MGLibA_59049	Vrk2	331
MGLibA_51421	Ssbp2	72
MGLibA_32517	Mtmr3	46
MGLibA_16654	Esrp2	125
MGLibA_15024	Dtx4	49
MGLibA_33588	Ndufb11	166
MGLibA_40841	Pias4	162
MGLibA_33528	Ndufa13	107
MGLibA_65212	mmu-mir-196b	116
MGLibA_23372	Gucy2f	249
MGLibA_60622	Zfp329	143
MGLibA_30337	Mapk12	68
MGLibA_40408	Pes1	133
MGLibA_51196	Sptan1	165
MGLibA_08766	Ccl22	93
MGLibA_04078	Anapc10	260
MGLibA_26839	Kbtbd7	98
MGLibA_63089	mmu-mir-582	190
MGLibA_07924	Capn11	118
MGLibA_49708	Slc7a13	63
MGLibA_44379	Rad54l	236
MGLibA_28206	Krtap4-13	57
MGLibA_31143	Mfng	142
MGLibA_26808	Katnal2	38
MGLibA_00613	1810011H11Rik	176
MGLibA_35889	Olfr1178	97
MGLibA_32716	Mvb12b	81
MGLibA_21452	Gm4787	93
MGLibA_41906	Polr2h	103
MGLibA_60961	Zfp605	101
MGLibA_29420	Lrrc25	193
MGLibA_59163	Wars2	39
MGLibA_42432	Ppp2r5c	59
MGLibA_28530	Lbx1	168
MGLibA_38697	Olfr952	284
MGLibA_33884	Nfic	40
MGLibA_33276	Nars2	244
MGLibA_66911	NonTargetingControlGuideForMouse_0506	105
MGLibA_06880	Bicc1	221
MGLibA_13520	Ddb2	79
MGLibA_52742	Tas2r107	232
MGLibA_40356	Pecr	128
MGLibA_44536	Rapgef5	286
MGLibA_31197	Mgam	103
MGLibA_25835	Il21r	70
MGLibA_57277	Ulbp1	280
MGLibA_57331	Unc5b	247
MGLibA_41391	Pld5	106
MGLibA_31861	Mrap2	121
MGLibA_15093	Dusp23	89
MGLibA_20225	Glyr1	102
MGLibA_34646	Nr1d2	39
MGLibA_27227	Kdm3a	197
MGLibA_58734	Vmn2r42	204
MGLibA_46842	S100a5	24
MGLibA_27025	Kcnk13	33
MGLibA_06244	BC005624	193
MGLibA_48937	Slc22a22	105
MGLibA_41047	Pip5kl1	14
MGLibA_12555	Cxcl14	103
MGLibA_03853	Alg9	171
MGLibA_55495	Tpr	202
MGLibA_64877	mmu-mir-6403	68
MGLibA_47018	Sardh	94
MGLibA_51480	Sstr2	320
MGLibA_25972	Impa1	73
MGLibA_63510	mmu-mir-7680	239
MGLibA_53187	Tcn2	103
MGLibA_41602	Plxna4	168
MGLibA_40884	Pigh	253
MGLibA_59553	Wisp3	131
MGLibA_58399	Vmn1r49	101
MGLibA_17193	Fam150a	233
MGLibA_48152	Sfxn4	94
MGLibA_28777	Leprot	131
MGLibA_21025	Gm17384	54
MGLibA_46472	Rps9	95
MGLibA_12937	Cyp4a30b-ps	75
MGLibA_15868	Eif4ebp1	109
MGLibA_26989	Kcnj15	195
MGLibA_04253	Ankrd28	53
MGLibA_48881	Slc1a3	48
MGLibA_12402	Ctsh	157
MGLibA_23301	Gtf3c6	143
MGLibA_26071	Inpp5a	84
MGLibA_02737	Acsbg1	44
MGLibA_03282	Adrb2	99
MGLibA_58086	Vmn1r168	140
MGLibA_56230	Tspan13	129
MGLibA_63350	mmu-mir-6955	65
MGLibA_61478	Zfy1	239
MGLibA_60460	Zfp14	76
MGLibA_57575	Usp30	13
MGLibA_11295	Col20a1	52
MGLibA_44286	Rabgap1l	92
MGLibA_40490	Pfdn5	96
MGLibA_29852	Lypd4	335
MGLibA_58181	Vmn1r199	189
MGLibA_61762	Zswim1	81
MGLibA_60451	Zfp143	104
MGLibA_41431	Plekhd1	143
MGLibA_04284	Ankrd37	133
MGLibA_32538	Mto1	214
MGLibA_47119	Scaf4	147
MGLibA_60927	Zfp57	126
MGLibA_32405	Mtap	214
MGLibA_59515	Whrn	35
MGLibA_03848	Alg6	129
MGLibA_18579	Flrt3	111
MGLibA_55267	Tnrc6b	35
MGLibA_56627	Tubgcp4	106
MGLibA_07788	Cald1	123
MGLibA_66893	NonTargetingControlGuideForMouse_0488	275
MGLibA_63334	mmu-mir-3079	232
MGLibA_15327	E330034G19Rik	153
MGLibA_25781	Il1a	18
MGLibA_13761	Defb12	50
MGLibA_56403	Ttc25	109
MGLibA_25209	I830012O16Rik	101
MGLibA_64456	mmu-mir-6973b	117
MGLibA_24774	Hpcal1	165
MGLibA_50776	Spata1	158
MGLibA_05401	Asb1	109
MGLibA_55615	Trappc2	69
MGLibA_60445	Zfp13	140
MGLibA_23796	Hbegf	53
MGLibA_38471	Olfr854	198
MGLibA_63216	mmu-mir-687	225
MGLibA_58764	Vmn2r51	79
MGLibA_33766	Neo1	122
MGLibA_08419	Ccdc151	185
MGLibA_22050	Gm8909	13
MGLibA_56655	Tulp4	88
MGLibA_02034/MGLibA_13147/MGLibA_15316/MGLibA_21263/MGLibA_21271/	AA792892/D5Ertd577e/E330014E10Rik/Gm3259/Gm3286/	369
MGLibA_42674	Prickle1	109
MGLibA_66414	NonTargetingControlGuideForMouse_0009	18
MGLibA_36586	Olfr1440	177
MGLibA_47031	Sars	85
MGLibA_17366	Fam189b	102
MGLibA_47709	Sema6d	67
MGLibA_18410	Fhdc1	201
MGLibA_49620	Slc5a4b	235
MGLibA_13563	Ddrgk1	48
MGLibA_04565	Ap5z1	121
MGLibA_22611	Gpr150	60
MGLibA_07306	Btbd8	158
MGLibA_04623	Apip	57
MGLibA_17579	Fam49b	105
MGLibA_07124	Bpifc	239
MGLibA_25165	Huwe1	71
MGLibA_04000	Amh	43
MGLibA_13944	Depdc7	157
MGLibA_61190	Zfp773	142
MGLibA_59780	Xpnpep2	22
MGLibA_32443	Mtfmt	105
MGLibA_28288	Kxd1	373
MGLibA_42037	Pou2f1	64
MGLibA_43469	Psmd3	172
MGLibA_27940	Krcc1	212
MGLibA_29153	Lnx1	44
MGLibA_26446	Itga11	162
MGLibA_42639	Prelid1	79
MGLibA_11087	Cnnm3	47
MGLibA_35592	Olfr1046	44
MGLibA_66645	NonTargetingControlGuideForMouse_0240	138
MGLibA_32622	Mug1	99
MGLibA_50590	Sowaha	117
MGLibA_47788	Serp1	74
MGLibA_02072	AI317395	127
MGLibA_49733	Slc7a6	141
MGLibA_06413/MGLibA_21972/	BC061212/Gm7978/	24
MGLibA_38947	Orc1	152
MGLibA_36119	Olfr1260	302
MGLibA_40188	Pdgfra	109
MGLibA_16807	Exoc4	233
MGLibA_41676	Pnck	182
MGLibA_39318	Padi3	76
MGLibA_35123	Nup35	181
MGLibA_21373/MGLibA_21385/MGLibA_57934/MGLibA_57997/MGLibA_58033/MGLibA_58048/MGLibA_58547/	Gm4177/Gm4216/Vmn1r103/Vmn1r127/Vmn1r142/Vmn1r151/Vmn1r94/	886
MGLibA_47586	Sec61b	127
MGLibA_23434	Gzmc	84
MGLibA_47940	Serpinb9	55
MGLibA_36245	Olfr1307	122
MGLibA_09563	Cdk5	76
MGLibA_64854	mmu-mir-7119	32
MGLibA_43142	Prrt1	173
MGLibA_59910	Yipf6	223
MGLibA_34469	Nox4	75
MGLibA_10589	Clcn3	174
MGLibA_41794	Pogk	92
MGLibA_54388	Tmem159	85
MGLibA_46482	Rptor	178
MGLibA_55991	Trnau1ap	92
MGLibA_27410	Kif4	69
MGLibA_60607	Zfp318	37
MGLibA_26944	Kcnh3	138
MGLibA_00565	1700101E01Rik	105
MGLibA_09278	Cd9	63
MGLibA_22771	Gpr81	95
MGLibA_11439	Comtd1	19
MGLibA_13694	Decr2	109
MGLibA_45435	Rhot1	26
MGLibA_25424/MGLibA_25437/	Ifna1/Ifna6/	133
MGLibA_13902	Dennd2c	37
MGLibA_66132	mmu-mir-106a	134
MGLibA_65244	mmu-mir-6375	187
MGLibA_64965	mmu-mir-3097	75
MGLibA_54884	Tmem86b	71
MGLibA_58281	Vmn1r228	205
MGLibA_58817	Vmn2r69	194
MGLibA_19630	Gchfr	170
MGLibA_49043	Slc25a23	77
MGLibA_49968	Smad9	121
MGLibA_27193	Kctd8	98
MGLibA_16375	Epn2	123
MGLibA_07261	Bsph2	501
MGLibA_49936	Slx4	194
MGLibA_59190	Wbp1l	50
MGLibA_09754	Cela2a	56
MGLibA_62044	mmu-mir-215	82
MGLibA_55209	Tnks	96
MGLibA_48319	Sh3pxd2b	42
MGLibA_01624/MGLibA_21012/MGLibA_21060/MGLibA_21189/MGLibA_21725/MGLibA_50902/	5031410I06Rik/Gm17019/Gm1979/Gm21671/Gm5862/Speer4c/	610
MGLibA_18275	Fgb	93
MGLibA_57357	Ung	114
MGLibA_41014	Pin1	307
MGLibA_28907	Lhx9	45
MGLibA_10839	Cln5	101
MGLibA_53642	Tgm1	118
MGLibA_36305	Olfr1329	209
MGLibA_30677	Mcmbp	139
MGLibA_02456	Abhd5	130
MGLibA_28995	Lingo1	59
MGLibA_41755	Pnp	300
MGLibA_64807	mmu-mir-6397	184
MGLibA_32754	Myadml2	10
MGLibA_38844	Omp	78
MGLibA_38042	Olfr678	179
MGLibA_04785	Aqp2	155
MGLibA_25786	Il1f10	372
MGLibA_33669	Necap1	74
MGLibA_15403	Ebna1bp2	165
MGLibA_04087	Anapc15	191
MGLibA_20989	Gm1647	161
MGLibA_01367	4930544G11Rik	113
MGLibA_02305	Abcb11	230
MGLibA_29822	Ly9	131
MGLibA_61745/MGLibA_61748/MGLibA_61754/MGLibA_61758/	Zscan4b/Zscan4c/Zscan4e/Zscan4f/	391
MGLibA_39507	Pard6a	112
MGLibA_13783	Defb21	91
MGLibA_24875	Hs3st1	65
MGLibA_52874	Tbc1d14	149
MGLibA_58580	Vmn2r108	101
MGLibA_24651	Hormad2	117
MGLibA_62493	mmu-mir-3063	68
MGLibA_06702	Bcl2l14	156
MGLibA_25445	Ifnab	108
MGLibA_48164	Sgcd	126
MGLibA_13039	Cystm1	118
MGLibA_23375	Gucy2g	121
MGLibA_19444	Gan	249
MGLibA_27344	Kif18a	187
MGLibA_04930	Arhgap26	38
MGLibA_09668	Cdx2	284
MGLibA_35082	Nuggc	266
MGLibA_38538	Olfr885	105
MGLibA_55225	Tnni2	82
MGLibA_54996	Tmprss3	131
MGLibA_22574	Gpr132	145
MGLibA_45604	Rims4	105
MGLibA_62957	mmu-mir-6941	238
MGLibA_34656	Nr1h4	49
MGLibA_19579	Gbp4	75
MGLibA_06548	Barhl2	138
MGLibA_18552	Fli1	113
MGLibA_08051	Card9	363
MGLibA_29554	Lrrc8d	193
MGLibA_61125	Zfp711	60
MGLibA_46322	Rpp30	182
MGLibA_40502	Pfkfb4	163
MGLibA_56968	Ube2r2	220
MGLibA_21004	Gm166	37
MGLibA_57061	Ubr1	194
MGLibA_46771	Rwdd2b	76
MGLibA_27150	Kctd14	77
MGLibA_13706	Def8	124
MGLibA_02360	Abcc9	58
MGLibA_50600	Sox10	100
MGLibA_52720	Tas1r1	196
MGLibA_04919	Arhgap22	129
MGLibA_58695/MGLibA_58710/MGLibA_58716/MGLibA_58719/MGLibA_58731/MGLibA_58740/MGLibA_58746/MGLibA_58749/MGLibA_58752/	Vmn2r30/Vmn2r35/Vmn2r37/Vmn2r38/Vmn2r41/Vmn2r44/Vmn2r46/Vmn2r47/Vmn2r48/	2418
MGLibA_13875	Defb8	284
MGLibA_44105	Rab15	94
MGLibA_38051	Olfr681	145
MGLibA_11154	Cntfr	96
MGLibA_38431	Olfr832	423
MGLibA_63129	mmu-mir-3076	35
MGLibA_63044	mmu-mir-713	181
MGLibA_32702	Musk	50
MGLibA_61489	Zfyve1	270
MGLibA_25634	Igsf6	163
MGLibA_52087	Sumf1	51
MGLibA_03938	Als2cr12	98
MGLibA_45047	Reep5	199
MGLibA_00083	1110008L16Rik	126
MGLibA_31954	Mroh1	241
MGLibA_10514	Ciz1	24
MGLibA_07667	Cacna1e	135
MGLibA_00007	0610009D07Rik	339
MGLibA_50204	Smtnl1	70
MGLibA_17680	Fam83a	51
MGLibA_04772	Aprt	141
MGLibA_05904	Atp6v1e2	184
MGLibA_64531	mmu-mir-133a-2	38
MGLibA_08994	Cd109	51
MGLibA_52622	Taf7	255
MGLibA_39797	Pcdhb16	146
MGLibA_07878	Caml	176
MGLibA_10930	Cma1	90
MGLibA_57450	Urb2	295
MGLibA_25859	Il25	59
MGLibA_52157	Susd3	95
MGLibA_60686	Zfp36	135
MGLibA_46429	Rps4x	313
MGLibA_49798	Slc9c1	97
MGLibA_33227	Nanp	219
MGLibA_60260	Zcchc9	415
MGLibA_08275	Ccar1	101
MGLibA_34362	Nol11	331
MGLibA_33083	N4bp2	296
MGLibA_18384	Fgfr4	84
MGLibA_58527	Vmn1r87	331
MGLibA_52197	Sval3	63
MGLibA_03095	Adap2	188
MGLibA_27512	Klf17	100
MGLibA_01410	4930567H17Rik	166
MGLibA_09063	Cd209e	239
MGLibA_39603	Pawr	102
MGLibA_11798	Cp	135
MGLibA_51462	Ssr2	287
MGLibA_41257	Pla2g4d	245
MGLibA_20980/MGLibA_20986/MGLibA_21364/MGLibA_21367/MGLibA_21376/MGLibA_21379/MGLibA_21688/MGLibA_21691/MGLibA_22015/MGLibA_22024/MGLibA_57931/MGLibA_57941/MGLibA_57963/MGLibA_57972/MGLibA_57987/MGLibA_58002/MGLibA_58004/MGLibA_58010/MGLibA_58019/MGLibA_58022/MGLibA_58037/MGLibA_58043/MGLibA_58055/MGLibA_58073/MGLibA_58076/MGLibA_58550/	Gm16442/Gm16451/Gm4133/Gm4141/Gm4187/Gm4201/Gm5725/Gm5726/Gm8677/Gm8720/Vmn1r101/Vmn1r107/Vmn1r116/Vmn1r119/Vmn1r123/Vmn1r128/Vmn1r129/Vmn1r130/Vmn1r135/Vmn1r137/Vmn1r143/Vmn1r149/Vmn1r155/Vmn1r163/Vmn1r165/Vmn1r95/	2564
MGLibA_36616	Olfr1450	190
MGLibA_28090	Krt82	82
MGLibA_16783	Exd2	100
MGLibA_08438	Ccdc158	104
MGLibA_37735	Olfr559	148
MGLibA_55856	Trim59	120
MGLibA_51790	Stk32a	132
MGLibA_36387	Olfr1357	280
MGLibA_22415	Gpam	95
MGLibA_57065	Ubr3	70
MGLibA_51963	Stxbp1	285
MGLibA_55256	Tnpo3	115
