sgRNA	Gene	sample1
MGLibA_46430	Rps5	25
MGLibA_55127	Tnfrsf23	37
MGLibA_14764	Dpep3	64
MGLibA_17698	Fam83g	34
MGLibA_55071	Tnfaip6	92
MGLibA_16759	Evi5l	62
MGLibA_39320	Padi4	121
MGLibA_16074	Eme1	79
MGLibA_54976	Tmprss11e	52
MGLibA_31837	Mpv17l2	67
MGLibA_02455	Abhd5	92
MGLibA_62145	mmu-mir-6910	66
MGLibA_54101	Tm7sf3	33
MGLibA_33368	Ncaph	123
MGLibA_04526	Ap3b2	67
MGLibA_25187	Hyal6	59
MGLibA_36240	Olfr1305	148
MGLibA_11547	Cort	62
MGLibA_13044	Cyth1	115
MGLibA_65283	mmu-mir-7231	114
MGLibA_07487	C1rl	59
MGLibA_34235	Nlrp9b	53
MGLibA_64660	mmu-mir-137	56
MGLibA_06948	Bloc1s5	173
MGLibA_64067	mmu-mir-669k	130
MGLibA_65180	mmu-mir-335	71
MGLibA_49427	Slc38a7	45
MGLibA_33068	Mzt2	42
MGLibA_45642	Ripk4	41
MGLibA_18576	Flrt2	115
MGLibA_12255	Ctage5	139
MGLibA_41943	Polr3gl	16
MGLibA_40837	Pias3	88
MGLibA_14391	Dmxl1	15
MGLibA_28420	Lamp2	150
MGLibA_39454	Papl	177
MGLibA_27104	Kcnrg	23
MGLibA_11084	Cnnm2	92
MGLibA_59869	Ybx2	19
MGLibA_17453	Fam213a	20
MGLibA_36071	Olfr1246	26
MGLibA_64224	mmu-mir-669m-2	67
MGLibA_66345	mmu-mir-1970	79
MGLibA_22113	Gm9	162
MGLibA_55309	Tomm20l	76
MGLibA_25921	Il7r	92
MGLibA_62149	mmu-mir-6911	50
MGLibA_16136	En2	29
MGLibA_17350	Fam187b	62
MGLibA_14788	Dph6	49
MGLibA_49824	Slco3a1	58
MGLibA_48273	Sh3bgr	58
MGLibA_12819	Cyp2c70	141
MGLibA_01265	4930447C04Rik	59
MGLibA_65633	mmu-mir-7064	99
MGLibA_45380	Rhbdl2	33
MGLibA_29447	Lrrc36	21
MGLibA_67053	NonTargetingControlGuideForMouse_0648	50
MGLibA_64273	mmu-mir-3087	242
MGLibA_28528	Lbx1	120
MGLibA_22302	Gnptg	65
MGLibA_53982	Tlcd2	33
MGLibA_02397	Abcg5	33
MGLibA_16793	Exoc1	99
MGLibA_35573	Olfr103	48
MGLibA_47897	Serpinb5	145
MGLibA_40522	Pfn4	41
MGLibA_43794	Ptprf	63
MGLibA_65409	mmu-mir-1964	19
MGLibA_39637	Pbdc1	129
MGLibA_12848	Cyp2f2	66
MGLibA_05869	Atp6v0c	92
MGLibA_46461	Rps6kl1	6
MGLibA_25587	Igfbpl1	17
MGLibA_26564	Itm2c	67
MGLibA_10004	Ces2c	89
MGLibA_23011	Grip2	106
MGLibA_50001	Smarcc1	132
MGLibA_20074	Gldc	67
MGLibA_29831	Lyg2	15
MGLibA_39769	Pcdha9	44
MGLibA_38314	Olfr788	86
MGLibA_16573	Esco1	114
MGLibA_61056	Zfp65	107
MGLibA_31132	Mfi2	71
MGLibA_42861	Prl8a1	52
MGLibA_14908	Drd5	21
MGLibA_64947	mmu-mir-5625	95
MGLibA_64861	mmu-mir-7016	41
MGLibA_53442	Tex11	51
MGLibA_19212	G6pd2	154
MGLibA_61241	Zfp808	8
MGLibA_40751	Phlda2	78
MGLibA_26738	Jund	84
MGLibA_27749	Klk6	62
MGLibA_35166	Nupr1l	74
MGLibA_61371	Zfp938	234
MGLibA_57236	Ugt2b36	12
MGLibA_39563	Parp8	71
MGLibA_47394	Sctr	101
MGLibA_55761	Trim29	121
MGLibA_59028	Vps52	92
MGLibA_40093	Pde10a	40
MGLibA_07336	Btk	59
MGLibA_18808	Foxl1	43
MGLibA_43941	Pxk	56
MGLibA_43706	Ptpdc1	76
MGLibA_03262	Adra1a	95
MGLibA_25392	Ifitm1	36
MGLibA_48988	Slc24a1	42
MGLibA_16781	Exd1	14
MGLibA_57011	Ubl3	135
MGLibA_18086	Fbxw22	57
MGLibA_57891	Vimp	32
MGLibA_01879	9630033F20Rik	70
MGLibA_35960	Olfr1205	85
MGLibA_65110	mmu-mir-6418	43
MGLibA_04865	Arfgef1	16
MGLibA_53687	Thap11	118
MGLibA_44031	Qrich1	132
MGLibA_32971	Myo5a	91
MGLibA_46411	Rps27	48
MGLibA_33942	Ngb	87
MGLibA_09842	Cenpu	41
MGLibA_06459	Bace1	95
MGLibA_40349	Pebp4	113
MGLibA_59132	Vwa8	80
MGLibA_61576	Zkscan7	59
MGLibA_09032	Cd1d2	23
MGLibA_61426	Zfp955b	57
MGLibA_43726	Ptpn12	81
MGLibA_39949	Pcm1	31
MGLibA_54082	Tm4sf1	121
MGLibA_58945	Vpreb3	49
MGLibA_29008	Lipa	66
MGLibA_50081	Smg8	43
MGLibA_18529	Fkbp9	98
MGLibA_36358	Olfr1349	101
MGLibA_37982	Olfr655	42
MGLibA_07664	Cacna1d	189
MGLibA_41753	Pnpt1	65
MGLibA_58535	Vmn1r8	104
MGLibA_13107	D19Ertd737e	24
MGLibA_51067	Spock3	195
MGLibA_07301	Btbd6	91
MGLibA_48890	Slc1a6	8
MGLibA_15143	Dvl1	66
MGLibA_09851	Cep104	176
MGLibA_28208	Krtap4-16	107
MGLibA_35861	Olfr1163	45
MGLibA_47330	Scn5a	129
MGLibA_42115	Ppard	81
MGLibA_44234	Rab4a	31
MGLibA_60970	Zfp608	77
MGLibA_41884	Polr2a	95
MGLibA_29437	Lrrc30	69
MGLibA_23964	Hecw2	73
MGLibA_45205	Rfpl4b	43
MGLibA_41675	Pnck	151
MGLibA_44891	Rbp4	111
MGLibA_52755	Tas2r113	158
MGLibA_61526	Zhx3	92
MGLibA_10683	Cldnd2	66
MGLibA_24900	Hs6st2	77
MGLibA_22754	Gpr63	180
MGLibA_25341	Ifi202b	261
MGLibA_30279	Map3k5	44
MGLibA_44070	R3hdml	42
MGLibA_44504	Rap1b	110
MGLibA_00315	1700013H16Rik	101
MGLibA_16112	Emp1	4
MGLibA_11737	Cpped1	7
MGLibA_29672	Lsm8	68
MGLibA_27331	Kif14	21
MGLibA_53379	Tenm1	20
MGLibA_27163	Kctd19	128
MGLibA_53082	Tceal5	80
MGLibA_39681	Pcbp1	139
MGLibA_41182	Pkn1	24
MGLibA_41591	Plxdc2	11
MGLibA_25461	Ifngr1	48
MGLibA_28059	Krt71	128
MGLibA_01654	5430435G22Rik	33
MGLibA_01711	6330403K07Rik	58
MGLibA_11392	Colec10	21
MGLibA_48578	Six3	52
MGLibA_66917	NonTargetingControlGuideForMouse_0512	32
MGLibA_25638	Igsf8	83
MGLibA_63716	mmu-mir-1894	91
MGLibA_37031	Olfr267	97
MGLibA_26261	Iqgap3	23
MGLibA_50805	Spata31d1c	18
MGLibA_00038	0610040J01Rik	134
MGLibA_29862	Lypd6	317
MGLibA_62525	mmu-mir-5119	103
MGLibA_22591	Gpr139	85
MGLibA_31735	Mos	24
MGLibA_66438	NonTargetingControlGuideForMouse_0033	80
MGLibA_47854	Serpina6	138
MGLibA_38493	Olfr867	281
MGLibA_39904	Pcdhgc4	87
MGLibA_49329	Slc35c2	99
MGLibA_42621	Prdx3	108
MGLibA_56358	Ttbk2	59
MGLibA_01807	9130019O22Rik	68
MGLibA_28694	Ldlrad2	109
MGLibA_28406	Lamb3	50
MGLibA_56227	Tspan12	42
MGLibA_00389	1700020N15Rik	182
MGLibA_16028	Elp5	114
MGLibA_24186	Hip1	89
MGLibA_24082	Hfm1	45
MGLibA_61528	Zic1	32
MGLibA_18785	Foxi1	19
MGLibA_26894	Kcnc3	100
MGLibA_04290	Ankrd40	57
MGLibA_19573	Gbp2	163
MGLibA_54911	Tmem91	59
MGLibA_31165	Mfsd3	96
MGLibA_23317	Gtpbp4	141
MGLibA_50719	Spag11b	8
MGLibA_24756	Hoxd1	59
MGLibA_07952	Capn7	122
MGLibA_62332	mmu-mir-804	66
MGLibA_22846	Gpt2	147
MGLibA_43560	Ptcd1	48
MGLibA_16264	Ep400	116
MGLibA_46229/MGLibA_46231/	Rpl34-ps1/Rpl34/	243
MGLibA_05464	Ash1l	130
MGLibA_40252	Pdlim5	102
MGLibA_26712	Jph1	93
MGLibA_43249	Prss51	71
MGLibA_39665	Pbx3	37
MGLibA_26100	Ins2	182
MGLibA_15420	Ece2	90
MGLibA_43438	Psmc4	93
MGLibA_56430	Ttc33	119
MGLibA_33477	Ndfip2	123
MGLibA_14253	Dleu7	57
MGLibA_35882	Olfr1173	93
MGLibA_61365	Zfp936	118
MGLibA_60473	Zfp174	77
MGLibA_61312	Zfp871	80
MGLibA_51703	Stat5b	51
MGLibA_59940	Ypel5	70
MGLibA_34893	Nt5c	52
MGLibA_30480	Mat2a	22
MGLibA_45307	Rgs17	92
MGLibA_16366	Epm2aip1	31
MGLibA_47823	Serpina3b	40
MGLibA_60725	Zfp3	26
MGLibA_57448	Urb1	228
MGLibA_33813	Neurod1	75
MGLibA_04398	Anp32a	60
MGLibA_42662	Prg2	97
MGLibA_07581	C87436	99
MGLibA_50905	Speer4d	134
MGLibA_12227	Csta	140
MGLibA_38682	Olfr944	159
MGLibA_14054	Dhfr	68
MGLibA_60760	Zfp428	75
MGLibA_02028	AA415398	87
MGLibA_36984	Olfr237-ps1	82
MGLibA_15759	Eif1	201
MGLibA_30352	Mapk1ip1	40
MGLibA_11956	Crnn	16
MGLibA_30742	Mdga2	159
MGLibA_58226	Vmn1r211	35
MGLibA_15375	Ear5	47
MGLibA_17328	Fam181a	4
MGLibA_06557	Basp1	35
MGLibA_30599	Mc2r	33
MGLibA_61999	mmu-mir-214	65
MGLibA_19086	Fut1	12
MGLibA_44261	Rab8a	203
MGLibA_58324	Vmn1r26	40
MGLibA_38251	Olfr763	78
MGLibA_09937	Cep95	32
MGLibA_48562	Sirt7	149
MGLibA_23072	Grrp1	19
MGLibA_56669	Tut1	61
MGLibA_35096	Nup133	78
MGLibA_30668	Mcm7	66
MGLibA_46098	Rpa3	51
MGLibA_26315	Irf5	54
MGLibA_00376	1700019O17Rik	27
MGLibA_26938	Kcnh1	56
MGLibA_38905	Opn1sw	29
MGLibA_05041	Arhgef38	17
MGLibA_00609	1810010H24Rik	22
MGLibA_63924	mmu-mir-6992	48
MGLibA_32768	Mybpc1	85
MGLibA_50319	Snrnp200	19
MGLibA_51380	Srsf1	47
MGLibA_57335	Unc5c	52
MGLibA_34291	Nmral1	78
MGLibA_06955	Blvra	108
MGLibA_66058	mmu-mir-8106	315
MGLibA_51784	Stk30	50
MGLibA_26735	Junb	219
MGLibA_25602	Igip	145
MGLibA_02319	Abcb6	91
MGLibA_43464	Psmd1	12
MGLibA_38057	Olfr684	109
MGLibA_28836	Lgi2	45
MGLibA_09990	Ces1f	101
MGLibA_53060	Tcam1	25
MGLibA_33956	Ngf	254
MGLibA_11954	Crnkl1	33
MGLibA_02750	Acsl1	74
MGLibA_48506	Sim1	288
MGLibA_27687	Klk11	77
MGLibA_08932	Ccr6	146
MGLibA_66417	NonTargetingControlGuideForMouse_0012	77
MGLibA_60771	Zfp433	135
MGLibA_18770	Foxe3	65
MGLibA_11905	Crip2	106
MGLibA_51991	Styx	32
MGLibA_34586	Nprl3	164
MGLibA_57369	Upb1	87
MGLibA_51190	Spt1	110
MGLibA_63687	mmu-mir-6971	24
MGLibA_14916	Drg2	49
MGLibA_24796	Hprt	48
MGLibA_58438	Vmn1r60	40
MGLibA_30340	Mapk13	85
MGLibA_32773	Mybpc3	69
MGLibA_38555	Olfr893	65
MGLibA_58955	Vps13b	88
MGLibA_45881	Rnf17	53
MGLibA_31738	Mov10l1	86
MGLibA_55223	Tnni2	15
MGLibA_29133	Lmod3	72
MGLibA_13942	Depdc7	29
MGLibA_65523	mmu-mir-211	98
MGLibA_02029	AA415398	102
MGLibA_05503	Aspdh	141
MGLibA_57887	Vill	99
MGLibA_03490	Ahcyl2	46
MGLibA_15537	Eef1e1	84
MGLibA_01896	9930021J03Rik	66
MGLibA_18777	Foxf2	38
MGLibA_03335	Aff2	44
MGLibA_34109	Nkiras2	118
MGLibA_24515	Hmgxb4	51
MGLibA_08490	Ccdc17	75
MGLibA_07802	Calm2	34
MGLibA_60696	Zfp383	22
MGLibA_61620	Zmym5	65
MGLibA_49744	Slc7a9	147
MGLibA_12032	Crygc	36
MGLibA_05580	Atcay	30
MGLibA_31975	Mroh8	53
MGLibA_43277	Prtg	36
MGLibA_40954	Pik3c3	69
MGLibA_63278	mmu-mir-7212	43
MGLibA_53522	Tfap2a	40
MGLibA_19638	Gck	48
MGLibA_02449	Abhd3	145
MGLibA_02608	Acer1	73
MGLibA_29759	Luzp2	34
MGLibA_59731	Xk	42
MGLibA_41874	Polr1b	136
MGLibA_51233	Sqrdl	91
MGLibA_41574	Plscr3	48
MGLibA_64893	mmu-mir-7019	130
MGLibA_46732	Rundc1	121
MGLibA_11454	Cope	143
MGLibA_47720	Senp3	101
MGLibA_11549	Cort	30
MGLibA_23912	Hdhd2	85
MGLibA_00390	1700021F05Rik	58
MGLibA_59789	Xpo4	31
MGLibA_26568	Itpa	65
MGLibA_62978	mmu-mir-6942	32
MGLibA_59172	Wasf2	50
MGLibA_54708	Tmem26	52
MGLibA_14031	Dgkk	89
MGLibA_63591	mmu-mir-6964	96
MGLibA_05191	Armc1	46
MGLibA_08259	Cbx8	103
MGLibA_17896	Fbxl15	52
MGLibA_30348	Mapk15	84
MGLibA_13349	Dcaf11	32
MGLibA_49700	Slc7a11	108
MGLibA_16424	Epyc	58
MGLibA_48726	Slc12a2	34
MGLibA_06848	Bglap	77
MGLibA_25229	Ibsp	97
MGLibA_18811	Foxl2	45
MGLibA_63164	mmu-mir-6949	39
MGLibA_31393	Mixl1	66
MGLibA_32169	Mrps24	44
MGLibA_61878	mmu-mir-6899	174
MGLibA_33112	Naa30	30
MGLibA_37457	Olfr455	109
MGLibA_44672	Rassf7	50
MGLibA_31945	Mrgprx2	135
MGLibA_58205	Vmn1r205	123
MGLibA_41627	Pmaip1	81
MGLibA_41410	Plekha4	50
MGLibA_01149	4921511H03Rik	175
MGLibA_00631	1810026J23Rik	38
MGLibA_33470	Ndel1	57
MGLibA_13938	Depdc1b	144
MGLibA_41725	Pnp2	98
MGLibA_45793	Rnf123	120
MGLibA_41948	Polr3h	80
MGLibA_03967	Ambra1	85
MGLibA_02769	Acsm3	167
MGLibA_50397	Snurf	60
MGLibA_15223	Dyrk3	176
MGLibA_39981	Pcnx	52
MGLibA_56390	Ttc22	92
MGLibA_58331	Vmn1r28	24
MGLibA_35457	Olfm2	45
MGLibA_36656	Olfr1469	46
MGLibA_41044	Pip5k1c	90
MGLibA_67035	NonTargetingControlGuideForMouse_0630	33
MGLibA_63467	mmu-mir-1945	23
MGLibA_02136	AU019823	137
MGLibA_24864	Hrsp12	86
MGLibA_20996	Gm16515	26
MGLibA_29250	Lpin3	66
MGLibA_37045	Olfr275	124
MGLibA_05313	Arsk	70
MGLibA_46518	Rras	90
MGLibA_22147	Gmppa	103
MGLibA_12662	Cybrd1	69
MGLibA_04127	Angel2	91
MGLibA_41476	Plekhm3	66
MGLibA_22033	Gm8787	37
MGLibA_17292	Fam173a	72
MGLibA_13080	D130040H23Rik	54
MGLibA_22906	Grb14	40
MGLibA_61004	Zfp628	174
MGLibA_63202	mmu-mir-3078	112
MGLibA_51686	Stat1	163
MGLibA_25482	Ifnz	53
MGLibA_30995	Metrnl	66
MGLibA_49518	Slc44a5	40
MGLibA_56670	Tut1	103
MGLibA_02773	Acsm4	98
MGLibA_62175	mmu-mir-1191b	77
MGLibA_49324	Slc35b4	39
MGLibA_64601	mmu-mir-466k	55
MGLibA_53846	Tifa	34
MGLibA_10327	Chrna10	121
MGLibA_26097	Ins1	112
MGLibA_04387	Ano6	142
MGLibA_29836	Lynx1	124
MGLibA_66677	NonTargetingControlGuideForMouse_0272	74
MGLibA_02212	Aamdc	82
MGLibA_38882	Oosp3	261
MGLibA_15386	Ebag9	144
MGLibA_32937	Myo18b	31
MGLibA_28841	Lgi4	134
MGLibA_42847	Prl7a2	77
MGLibA_24629	Homer3	49
MGLibA_47214	Scgb1b27	63
MGLibA_05146	Arl4c	16
MGLibA_14090	Dhrs7	143
MGLibA_62215	mmu-mir-763	126
MGLibA_33163	Nadk	69
MGLibA_07082	Bphl	61
MGLibA_22360	Gorab	22
MGLibA_61284	Zfp846	158
MGLibA_31761	Mpdz	30
MGLibA_54802	Tmem55a	36
MGLibA_07022	Bmx	60
MGLibA_52906	Tbc1d23	159
MGLibA_34927	Ntn1	54
MGLibA_34057	Nipbl	36
MGLibA_41394	Pld6	13
MGLibA_53094	Tceanc2	45
MGLibA_60359	Zfand2a	89
MGLibA_34093	Nkap	131
MGLibA_01956	A430107P09Rik	55
MGLibA_55877	Trim67	41
MGLibA_01673	5730559C18Rik	49
MGLibA_27877	Kmt2c	47
MGLibA_63804	mmu-mir-1258	32
MGLibA_32094	Mrpl46	56
MGLibA_23553	H2-Oa	107
MGLibA_07779	Calcoco2	88
MGLibA_57641	Usp51	107
MGLibA_16445	Erbb3	44
MGLibA_02125	AK129341	119
MGLibA_15916	Elane	61
MGLibA_63859	mmu-mir-145b	93
MGLibA_46281	Rpl7a	50
MGLibA_60973	Zfp609	85
MGLibA_14500	Dnajc11	37
MGLibA_59666	Wwc1	46
MGLibA_54075	Tm2d3	73
MGLibA_21344	Gm3776	25
MGLibA_49027	Slc25a18	75
MGLibA_29405	Lrrc19	38
MGLibA_53941	Tiparp	76
MGLibA_27388	Kif27	78
MGLibA_04039	Ampd2	130
MGLibA_14582	Dnal1	148
MGLibA_02791	Acta2	67
MGLibA_59011	Vps41	62
MGLibA_12087	Csf2	42
MGLibA_49704	Slc7a12	26
MGLibA_27302	Khdrbs2	50
MGLibA_26703	Jmy	28
MGLibA_08711	Ccdc93	32
MGLibA_00336	1700016K19Rik	101
MGLibA_54507	Tmem194	70
MGLibA_49767	Slc9a3r2	67
MGLibA_09081	Cd247	6
MGLibA_48398	Shisa5	45
MGLibA_56885	Ube2cbp	139
MGLibA_26486	Itgal	41
MGLibA_42902	Prmt2	37
MGLibA_26497	Itgb1bp1	12
MGLibA_54294	Tmem126b	68
MGLibA_15932	Elf1	15
MGLibA_06741	Bclaf1	123
MGLibA_42088	Ppan	24
MGLibA_53839	Ticrr	115
MGLibA_09643	Cdr2	71
MGLibA_46825	S100a14	52
MGLibA_53333	Tecta	69
MGLibA_26912	Kcne1	33
MGLibA_11494	Copz2	8
MGLibA_05551	Asxl1	108
MGLibA_18118	Fcer1a	89
MGLibA_17213	Fam159a	130
MGLibA_11370	Col6a6	28
MGLibA_00677	2010003K11Rik	72
MGLibA_07639	Cabp7	48
MGLibA_38452	Olfr846	21
MGLibA_34572	Nppc	26
MGLibA_25283	Idh1	79
MGLibA_65703	mmu-mir-7067	35
MGLibA_21443/MGLibA_22044/	Gm4736/Gm8882/	215
MGLibA_04701	Apoh	62
MGLibA_48570	Siva1	101
MGLibA_66712	NonTargetingControlGuideForMouse_0307	157
MGLibA_47372	Scrg1	82
MGLibA_32222	Mrto4	88
MGLibA_12464	Cuedc1	26
MGLibA_31424	Mkrn3	46
MGLibA_21340	Gm3763	23
MGLibA_24047	Hes7	10
MGLibA_44637	Rasl11a	83
MGLibA_20616/MGLibA_20637/MGLibA_20643/	Gm13275/Gm13285/Gm13287/	84
MGLibA_34604	Nptxr	50
MGLibA_39621	Pax6	80
MGLibA_51952	Stx5a	59
MGLibA_11263	Col11a2	155
MGLibA_61643	Znf512b	100
MGLibA_04888	Arhgap10	83
MGLibA_36987	Olfr239	28
MGLibA_48736	Slc12a5	80
MGLibA_04237	Ankrd22	13
MGLibA_23137	Gsk3b	111
MGLibA_58773	Vmn2r54	52
MGLibA_16778	Ewsr1	171
MGLibA_56436	Ttc36	126
MGLibA_45034	Reep1	144
MGLibA_33159	Nacc2	170
MGLibA_24123	Hiat1	41
MGLibA_45799	Rnf126	157
MGLibA_11532	Coro1c	100
MGLibA_33004	Myof	33
MGLibA_08996	Cd109	52
MGLibA_42200	Ppil3	13
MGLibA_17530	Fam26f	75
MGLibA_58246	Vmn1r218	81
MGLibA_23586	H2-T22	22
MGLibA_33864	Nfatc4	255
MGLibA_28496	Las1l	52
MGLibA_31802	Mpp3	72
MGLibA_17827	Fat1	47
MGLibA_54083	Tm4sf20	52
MGLibA_06838	Bfsp2	38
MGLibA_21567	Gm5134	88
MGLibA_24548	Hnf1b	75
MGLibA_02616	Ace	82
MGLibA_64842	mmu-mir-697	139
MGLibA_51181	Spsb2	71
MGLibA_45629	Riok2	107
MGLibA_06120	B3galt1	17
MGLibA_32784	Myb	23
MGLibA_48883	Slc1a3	46
MGLibA_40754	Phlda3	144
MGLibA_34384	Nolc1	72
MGLibA_17406	Fam19a2	74
MGLibA_40538	Pgam5	33
MGLibA_62654	mmu-mir-5135	90
MGLibA_23006	Grina	82
MGLibA_15979	Elmod1	77
MGLibA_18160	Fcna	29
MGLibA_50835	Spata7	71
MGLibA_29903	Lysmd4	69
MGLibA_59819	Xrcc5	35
MGLibA_59796	Xpo6	32
MGLibA_61575	Zkscan6	88
MGLibA_42691	Primpol	66
MGLibA_53921	Timp2	95
MGLibA_49305	Slc35a3	52
MGLibA_51411	Ss18l1	18
MGLibA_30759	Mdm1	176
MGLibA_56886	Ube2cbp	136
MGLibA_05090	Arid4b	85
MGLibA_45945	Rnf25	29
MGLibA_55766	Trim30a	50
MGLibA_39671	Pbxip1	116
MGLibA_52520	Tac1	58
MGLibA_59067	Vsig4	150
MGLibA_25071	Hspb8	94
MGLibA_37538	Olfr483	64
MGLibA_50025	Smc2	58
MGLibA_35752	Olfr1121	187
MGLibA_22815	Gprc5c	97
MGLibA_14247	Dld	78
MGLibA_50742	Spag8	98
MGLibA_60758	Zfp426	50
MGLibA_66886	NonTargetingControlGuideForMouse_0481	30
MGLibA_12697	Cyp11a1	137
MGLibA_11833	Crcp	53
MGLibA_28814/MGLibA_28817/	Lgals4/Lgals6/	145
MGLibA_31489	Mlx	125
MGLibA_19925	Gimap6	92
MGLibA_50293	Sncg	123
MGLibA_59346	Wdr59	133
MGLibA_65242	mmu-mir-6375	48
MGLibA_01713	6330408A02Rik	24
MGLibA_35920	Olfr118	104
MGLibA_62539	mmu-mir-6929	19
MGLibA_36381	Olfr1355	86
MGLibA_39479	Paqr3	56
MGLibA_28735	Lelp1	104
MGLibA_24570	Hnrnpa3	100
MGLibA_20893	Gm15114	27
MGLibA_09151	Cd37	143
MGLibA_34626	Npy6r	75
MGLibA_21641	Gm5531	24
MGLibA_00747	2300002M23Rik	35
MGLibA_42318	Ppp1r18	45
MGLibA_16646	Esr1	28
MGLibA_38888	Opa3	51
MGLibA_12541	Cxcl10	137
MGLibA_52581	Taf1a	79
MGLibA_22266	Gngt1	66
MGLibA_14220	Dixdc1	90
MGLibA_64680	mmu-mir-302a	43
MGLibA_47571	Sec24d	39
MGLibA_08942	Ccr9	98
MGLibA_23130	Gsg1	23
MGLibA_56641	Tufm	99
MGLibA_02474	Abi3	51
MGLibA_16494	Ergic1	48
MGLibA_35243	Nyap2	81
MGLibA_41441	Plekhg1	82
MGLibA_64376	mmu-mir-6335	48
MGLibA_52233	Svs5	178
MGLibA_02517	Acaa2	55
MGLibA_26601	Itsn1	72
MGLibA_01003	2810408M09Rik	98
MGLibA_55279	Tns3	57
MGLibA_59462	Wfdc13	83
MGLibA_27703	Klk1b16	38
MGLibA_49029	Slc25a19	35
MGLibA_27126	Kcnv1	82
MGLibA_09615	Cdkn2c	126
MGLibA_37766	Olfr571	99
MGLibA_61917	mmu-mir-8096	53
MGLibA_58365	Vmn1r38	54
MGLibA_20633	Gm13283	29
MGLibA_23814	Hcfc1r1	117
MGLibA_41719	Pno1	116
MGLibA_07085	Bpifa1	22
MGLibA_05643	Atg4a	76
MGLibA_57944	Vmn1r10	92
MGLibA_36583	Olfr143	124
MGLibA_67247	NonTargetingControlGuideForMouse_0842	31
MGLibA_47463	Sdhaf2	81
MGLibA_38296	Olfr780	81
MGLibA_42710	Prkacb	27
MGLibA_42703	Prkab2	119
MGLibA_30226	Map2k3	36
MGLibA_48081	Sf3b5	126
MGLibA_58532	Vmn1r89	75
MGLibA_04221	Ankrd13c	38
MGLibA_38924	Oprl1	43
MGLibA_10233	Chl1	117
MGLibA_33597	Ndufb4	210
MGLibA_60420	Zfp113	146
MGLibA_36064	Olfr1243	136
MGLibA_53343	Teddm1	114
MGLibA_36484	Olfr1395	182
MGLibA_13633	Ddx43	45
MGLibA_48854	Slc18a1	18
MGLibA_24444	Hlx	126
MGLibA_18436	Fibcd1	75
MGLibA_39945	Pck2	31
MGLibA_12971	Cyp4f39	113
MGLibA_11739	Cpq	126
MGLibA_23639	H60c	169
MGLibA_48535	Sirpa	153
MGLibA_43627	Ptges3	104
MGLibA_60572	Zfp281	13
MGLibA_24770	Hp1bp3	98
MGLibA_07594	C8b	95
MGLibA_31866	Mrap	116
MGLibA_28569	Lce1h	24
MGLibA_22695	Gpr25	109
MGLibA_09304	Cdc20	70
MGLibA_17731	Fam98a	65
MGLibA_65654	mmu-mir-7065	37
MGLibA_12301	Cthrc1	80
MGLibA_34318	Nnat	59
MGLibA_21101/MGLibA_21111/MGLibA_21113/MGLibA_21152/	Gm20747/Gm20806/Gm20809/Gm20917/	145
MGLibA_13934	Depdc1a	134
MGLibA_49037	Slc25a21	154
MGLibA_05116	Arl14epl	52
MGLibA_14549	Dnajc2	30
MGLibA_03371	Aga	19
MGLibA_61187	Zfp772	46
MGLibA_60617	Zfp324	249
MGLibA_32300	Msh4	19
MGLibA_01545	4933408B17Rik	182
MGLibA_19794	Gfm2	145
MGLibA_28944	Limch1	71
MGLibA_26401	Islr	40
MGLibA_37386	Olfr419	35
MGLibA_18169	Fcrl5	76
MGLibA_60036	Zbtb18	116
MGLibA_50264	Snapc1	20
MGLibA_33521	Ndufa11	108
MGLibA_33605	Ndufb7	71
MGLibA_04924	Arhgap24	73
MGLibA_46039	Robo4	15
MGLibA_29184	Loxl1	66
MGLibA_22265	Gngt1	14
MGLibA_54188	Tmed10	92
MGLibA_43557	Ptbp3	5
MGLibA_54800	Tmem55a	93
MGLibA_01755	7530416G11Rik	94
MGLibA_26629	Izumo4	89
MGLibA_49777	Slc9a5	130
MGLibA_24074	Heyl	75
MGLibA_05120	Arl14ep	123
MGLibA_49697	Slc7a10	23
MGLibA_38528	Olfr881	8
MGLibA_57501	Usp10	168
MGLibA_03177	Add3	86
MGLibA_63984	mmu-mir-5114	44
MGLibA_15073	Dusp16	61
MGLibA_23656	Hacl1	90
MGLibA_08052	Carf	20
MGLibA_37934	Olfr639	106
MGLibA_08023	Car5b	210
MGLibA_13523	Ddc	122
MGLibA_54933	Tmf1	89
MGLibA_20927	Gm15386	44
MGLibA_56798	U2af1l4	32
MGLibA_19960	Gipc3	15
MGLibA_36320	Olfr1335	43
MGLibA_30129	Mamdc2	96
MGLibA_01546	4933408B17Rik	76
MGLibA_03209	Adipoq	69
MGLibA_16427	Eqtn	82
MGLibA_57749	Vamp3	74
MGLibA_31095	Mex3b	69
MGLibA_21626	Gm5458	61
MGLibA_43091	Prr19	38
MGLibA_32877	Myl12b	45
MGLibA_03274	Adra2b	8
MGLibA_02013	A830018L16Rik	82
MGLibA_37030	Olfr267	26
MGLibA_09457	Cdh2	100
MGLibA_31247	Mgrn1	48
MGLibA_59555	Wiz	92
MGLibA_34693	Nr3c2	22
MGLibA_26746	Kalrn	159
MGLibA_39422	Pank2	77
MGLibA_43816	Ptpro	203
MGLibA_58484	Vmn1r74	82
MGLibA_05067	Arid1a	114
MGLibA_53260	Tdo2	110
MGLibA_55516	Tpte	42
MGLibA_03276	Adra2c	26
